"mpio_cdpmp","dep_amb","dep_nombre","mun_amb","mun_nombre","amb_code","dep_code","mesas_instaladas","mesas_escrutadas","votantes_potenciales","votantes","no_marcados","nulos","validos","LEONARDO.HUMBERTO.HUERTA.GUTIERREZ","CLAUDIA.NAYIBE.LOPEZ.HERNANDEZ","PALOMA.SUSANA.VALENCIA.LASERNA","JUAN.MANUEL.GALAN.PACHON","VICTORIA.EUGENIA.DAVILA.HOYOS","ENRIQUE.PEÑALOSA.LONDOÑO","JUAN.DANIEL.OVIEDO.ARANGO","MAURICIO.CARDENAS.SANTAMARIA","JUAN.CARLOS.PINZON.BUENO","DAVID.ANDRES.LUNA.SANCHEZ","ANIBAL.GAVIRIA.CORREA","ROY.LEONARDO.BARRERAS.MONTEALEGRE","MARTHA.VIVIANA.BERNAL.AMAYA","HECTOR.ELIAS.PINEDA.SALAZAR","EDISON.LUCIO.TORRES.MORENO","DANIEL.QUINTERO.CALLE"
"52207","2300","NARINO","2300025","CONSACA","2300025","23","35","35",9146,1194,183,88,923,8,58,417,56,26,16,80,7,36,8,0,127,4,4,18,58
"52210","2300","NARINO","2300028","CONTADERO","2300028","23","22","22",6473,657,85,48,524,4,51,217,25,15,11,81,0,27,10,2,43,4,2,2,30
"52215","2300","NARINO","2300031","CORDOBA","2300031","23","36","36",11528,802,178,54,570,2,44,163,47,21,7,52,12,25,4,4,30,3,3,7,146
"52224","2300","NARINO","2300034","CUASPUD CARLOSAMA","2300034","23","26","26",8245,548,96,43,409,2,24,149,15,18,8,40,7,7,4,1,22,4,3,4,101
"52227","2300","NARINO","2300037","CUMBAL","2300037","23","83","83",26841,1906,289,127,1490,6,92,513,82,50,22,123,10,65,12,8,129,12,13,25,328
"52233","2300","NARINO","2300039","CUMBITARA","2300039","23","27","27",7594,515,230,136,149,4,12,24,9,6,2,10,2,6,4,6,5,2,1,10,46
"52250","2300","NARINO","2300041","EL CHARCO","2300041","23","62","62",18282,971,459,120,392,14,77,91,20,20,12,12,7,15,5,5,54,12,5,28,15
"52254","2300","NARINO","2300044","EL PENOL","2300044","23","21","21",6072,392,85,21,286,1,24,127,16,7,5,36,1,15,0,0,27,0,2,9,16
"52256","2300","NARINO","2300040","EL ROSARIO","2300040","23","26","26",7262,758,84,30,644,2,169,73,3,5,4,15,0,2,0,4,327,4,2,4,30
"52258","2300","NARINO","2300043","EL TABLON DE GOMEZ","2300043","23","36","36",12393,1320,258,72,990,6,45,562,43,39,12,73,7,58,6,7,46,6,3,9,68
"52260","2300","NARINO","2300046","EL TAMBO","2300046","23","39","39",12102,1836,343,140,1353,10,116,759,49,40,13,121,12,57,6,11,73,11,9,20,46
"52520","2300","NARINO","2300047","FRANCISCO PIZARRO","2300047","23","26","26",7037,119,46,11,62,0,8,27,6,3,6,1,0,0,0,0,4,1,2,2,2
"52287","2300","NARINO","2300049","FUNES","2300049","23","21","21",6062,633,78,37,518,2,15,373,10,10,2,47,2,8,1,2,19,2,0,6,19
"52317","2300","NARINO","2300052","GUACHUCAL","2300052","23","47","47",14949,1003,119,52,832,9,52,222,40,16,10,107,1,41,7,3,223,3,5,10,83
"52320","2300","NARINO","2300055","GUAITARILLA","2300055","23","37","37",11274,1717,371,215,1131,15,100,302,62,28,16,121,12,92,8,8,202,11,3,42,109
"52323","2300","NARINO","2300058","GUALMATAN","2300058","23","17","17",5525,604,132,46,426,4,31,137,31,20,3,79,2,9,3,2,49,7,2,0,47
"52352","2300","NARINO","2300061","ILES","2300061","23","25","25",7655,671,161,43,467,3,48,158,19,19,11,61,3,18,3,4,23,10,3,10,74
"52354","2300","NARINO","2300064","IMUES","2300064","23","26","26",6858,557,52,38,467,4,37,219,20,12,1,64,5,31,6,2,29,4,2,6,25
"52356","2300","NARINO","2300067","IPIALES","2300067","23","307","307",106717,13365,1367,1253,10745,84,1143,3428,720,396,222,1853,107,394,110,37,801,129,121,94,1106
"52378","2300","NARINO","2300073","LA CRUZ","2300073","23","48","48",14221,1560,295,105,1160,12,96,657,49,53,14,89,9,26,8,4,54,11,7,20,51
"52381","2300","NARINO","2300076","LA FLORIDA","2300076","23","32","32",9588,1185,246,100,839,2,83,440,51,23,6,84,10,29,3,1,49,8,6,13,31
"52385","2300","NARINO","2300077","LA LLANADA","2300077","23","14","14",4138,361,81,34,246,2,14,123,13,20,2,25,2,7,2,0,9,3,4,6,14
"52390","2300","NARINO","2300078","LA TOLA","2300078","23","20","20",5898,240,51,9,180,2,7,23,7,7,6,3,2,1,0,1,106,1,1,7,6
"52399","2300","NARINO","2300079","LA UNION","2300079","23","82","82",24337,3307,478,269,2560,75,168,1522,126,108,32,159,16,60,11,5,127,9,12,26,104
"52405","2300","NARINO","2300080","LEIVA","2300080","23","31","31",9001,500,86,44,370,3,26,174,16,15,5,28,3,7,2,1,35,3,1,7,44
"52411","2300","NARINO","2300082","LINARES","2300082","23","30","30",8624,723,181,53,489,8,45,209,17,18,6,48,41,20,5,1,37,0,3,10,21
"52418","2300","NARINO","2300085","LOS ANDES","2300085","23","27","27",8149,750,199,89,462,5,40,183,24,21,9,83,3,18,4,4,23,3,3,8,31
"52427","2300","NARINO","2300088","MAGUI","2300088","23","32","32",7496,248,75,25,148,2,12,21,9,7,8,8,5,3,1,1,49,2,0,5,15
"52435","2300","NARINO","2300091","MALLAMA","2300091","23","23","23",6638,381,67,47,267,2,25,108,12,8,4,29,1,16,1,1,14,2,1,0,43
"52473","2300","NARINO","2300094","MOSQUERA","2300094","23","27","27",7294,93,25,13,55,0,4,15,5,1,3,7,0,2,0,0,15,1,0,1,1
"52480","2300","NARINO","2300096","NARINO","2300096","23","17","17",5198,1226,266,162,798,6,99,316,53,27,17,94,9,37,2,6,41,9,5,13,64
"52490","2300","NARINO","2300095","OLAYA HERRERA","2300095","23","55","55",16628,435,91,46,298,14,47,64,16,13,10,14,5,9,2,4,61,8,2,10,19
"52506","2300","NARINO","2300097","OSPINA","2300097","23","20","20",6102,760,151,65,544,2,35,241,34,27,8,96,7,18,4,3,23,2,2,16,26
"52001","2300","NARINO","2300001","PASTO","2300001","23","943","943",315816,55357,3863,6526,44968,338,4191,16490,2556,1267,771,9506,583,2274,353,247,2973,309,249,278,2583
"52540","2300","NARINO","2300098","POLICARPA","2300098","23","41","41",12950,543,119,74,350,5,32,69,16,12,5,32,5,10,6,3,96,2,3,4,50
"52560","2300","NARINO","2300100","POTOSI","2300100","23","37","37",10164,1021,138,72,811,3,50,295,34,34,12,80,7,25,4,4,42,6,1,12,202
"52565","2300","NARINO","2300101","PROVIDENCIA","2300101","23","16","16",5204,245,50,57,138,0,16,43,8,6,0,18,1,3,12,1,15,1,1,3,10
"52573","2300","NARINO","2300103","PUERRES","2300103","23","25","25",7874,830,115,72,643,3,43,185,65,9,8,85,9,21,8,2,129,3,3,3,67
"52585","2300","NARINO","2300106","PUPIALES","2300106","23","47","47",15725,2165,291,177,1697,22,151,639,83,58,24,257,11,38,22,13,141,16,17,15,190
"52612","2300","NARINO","2300109","RICAURTE","2300109","23","65","63",18993,613,117,55,441,3,31,181,13,18,6,41,1,17,4,2,45,6,6,8,59
"52621","2300","NARINO","2300112","ROBERTO PAYAN","2300112","23","39","36",10193,217,71,20,126,1,9,20,12,9,4,6,0,2,8,0,36,1,1,2,15
"52678","2300","NARINO","2300115","SAMANIEGO","2300115","23","84","84",23148,971,197,107,667,4,53,267,41,14,8,102,9,28,3,5,65,2,5,15,46
"52685","2300","NARINO","2300120","SAN BERNARDO","2300120","23","21","21",6923,1367,236,68,1063,7,53,719,25,36,13,64,3,38,8,7,35,7,5,8,35
"52687","2300","NARINO","2300121","SAN LORENZO","2300121","23","42","42",13741,1630,329,167,1134,4,113,576,67,43,11,70,9,41,12,6,102,10,6,26,38
"52693","2300","NARINO","2300124","SAN PABLO","2300124","23","42","42",12045,885,236,85,564,6,56,261,37,22,10,39,5,8,8,1,55,3,1,22,30
"52694","2300","NARINO","2300123","SAN PEDRO DE CARTAGO","2300123","23","20","20",5910,975,159,41,775,4,42,559,20,19,7,34,2,21,6,3,14,8,2,5,29
"52683","2300","NARINO","2300118","SANDONA","2300118","23","55","55",17496,2368,492,202,1674,13,173,626,126,59,31,212,15,75,12,10,173,10,8,30,101
"52696","2300","NARINO","2300125","SANTA BARBARA","2300125","23","30","30",8104,581,150,189,242,1,25,50,52,10,5,7,0,3,2,2,59,3,1,14,8
"52699","2300","NARINO","2300127","SANTACRUZ","2300127","23","28","27",8155,448,70,28,350,2,16,87,4,0,8,28,2,6,0,1,73,1,3,3,116
"52720","2300","NARINO","2300130","SAPUYES","2300130","23","19","19",5983,718,126,40,552,2,65,211,24,21,5,54,2,40,4,0,77,0,8,5,34
"52786","2300","NARINO","2300133","TAMINANGO","2300133","23","45","45",14142,1072,259,107,706,4,80,353,37,31,6,35,6,20,2,10,25,43,6,12,36
"52788","2300","NARINO","2300136","TANGUA","2300136","23","37","37",10365,911,149,66,696,5,54,351,34,22,6,74,9,16,7,5,50,7,0,7,49
"52835","2300","NARINO","2300139","SAN ANDRES DE TUMACO","2300139","23","525","501",144630,15259,4922,1526,8811,161,1071,2551,511,488,259,480,122,322,106,90,1704,115,63,164,604
"52838","2300","NARINO","2300142","TUQUERRES","2300142","23","120","120",36557,2913,506,423,1984,13,197,574,101,69,40,347,13,122,22,17,162,12,16,15,264
"52885","2300","NARINO","2300145","YACUANQUER","2300145","23","30","30",9177,785,95,72,618,3,64,308,27,18,12,62,6,27,6,4,28,4,2,9,38
"54003","2500","NORTE DE SANTANDER","2500004","ABREGO","2500004","25","89","89",25676,4298,869,209,3220,22,131,2043,122,234,46,172,13,198,55,17,49,26,7,18,67
"54051","2500","NORTE DE SANTANDER","2500007","ARBOLEDAS","2500007","25","26","26",7817,1014,123,73,818,3,42,592,25,36,11,35,2,40,7,2,12,2,0,1,8
"54099","2500","NORTE DE SANTANDER","2500010","BOCHALEMA","2500010","25","29","29",8756,2116,201,136,1779,14,77,1204,71,84,11,132,6,73,22,10,29,7,3,4,32
"54109","2500","NORTE DE SANTANDER","2500013","BUCARASICA","2500013","25","15","15",4503,768,75,32,661,2,12,534,8,22,5,24,1,28,8,5,6,1,0,0,5
"54128","2500","NORTE DE SANTANDER","2500019","CACHIRA","2500019","25","27","27",7695,2268,282,55,1931,1,44,1676,20,48,7,39,4,33,7,6,24,4,1,5,12
"54125","2500","NORTE DE SANTANDER","2500016","CACOTA","2500016","25","9","9",2702,583,54,29,500,4,22,358,29,22,3,33,0,16,1,1,3,2,3,0,3
"54172","2500","NORTE DE SANTANDER","2500028","CHINACOTA","2500028","25","50","50",16061,3754,289,360,3105,7,209,1846,124,167,36,336,19,168,36,13,62,16,5,7,54
"54174","2500","NORTE DE SANTANDER","2500031","CHITAGA","2500031","25","32","32",9297,1503,152,72,1279,4,64,889,50,54,14,84,1,53,18,4,23,3,2,3,13
"54206","2500","NORTE DE SANTANDER","2500022","CONVENCION","2500022","25","57","57",17059,1758,281,110,1367,11,67,725,66,101,28,126,9,60,14,2,81,11,4,11,51
"54001","2500","NORTE DE SANTANDER","2500001","SAN JOSE DE CUCUTA","2500001","25","1995","1995",659655,161441,13215,13350,134876,673,7396,69244,7645,10866,2178,16073,1059,9696,1775,577,3214,825,360,567,2728
"54223","2500","NORTE DE SANTANDER","2500025","CUCUTILLA","2500025","25","23","23",7130,1138,110,32,996,6,39,715,21,48,11,49,3,51,13,3,23,5,1,3,5
"54239","2500","NORTE DE SANTANDER","2500034","DURANIA","2500034","25","23","23",7055,1180,72,41,1067,5,38,773,51,36,10,59,1,43,5,2,23,2,3,4,12
"54245","2500","NORTE DE SANTANDER","2500037","EL CARMEN","2500037","25","46","46",11659,1451,269,68,1114,5,60,565,142,48,18,73,8,29,26,3,81,7,3,7,39
"54250","2500","NORTE DE SANTANDER","2500036","EL TARRA","2500036","25","54","54",16554,1106,378,104,624,10,66,155,47,68,17,51,7,19,10,7,43,18,6,32,68
"54261","2500","NORTE DE SANTANDER","2500038","EL ZULIA","2500038","25","79","79",25465,5014,641,344,4029,21,228,2335,260,336,46,335,15,189,31,22,94,30,10,18,59
"54313","2500","NORTE DE SANTANDER","2500040","GRAMALOTE","2500040","25","19","19",5854,2041,112,81,1848,2,27,1283,24,51,12,71,10,299,12,3,30,5,2,3,14
"54344","2500","NORTE DE SANTANDER","2500043","HACARI","2500043","25","27","27",8355,647,232,52,363,6,24,136,12,33,12,28,7,12,4,3,27,7,0,13,39
"54347","2500","NORTE DE SANTANDER","2500046","HERRAN","2500046","25","17","17",5174,549,48,11,490,20,28,298,17,38,8,30,2,27,1,4,3,3,1,0,10
"54385","2500","NORTE DE SANTANDER","2500051","LA ESPERANZA","2500051","25","35","35",10494,1627,301,99,1227,9,79,801,38,76,12,70,9,34,11,8,23,6,3,13,35
"54398","2500","NORTE DE SANTANDER","2500052","LA PLAYA","2500052","25","23","23",7257,718,133,47,538,4,41,305,15,40,12,30,3,44,6,3,12,5,0,5,13
"54377","2500","NORTE DE SANTANDER","2500049","LABATECA","2500049","25","19","19",5671,718,75,35,608,2,22,399,31,18,7,25,5,85,2,1,2,0,1,0,8
"54405","2500","NORTE DE SANTANDER","2500054","LOS PATIOS","2500054","25","259","259",83885,20259,1576,1770,16913,80,1006,9234,877,1190,255,2028,115,918,191,59,345,107,52,57,399
"54418","2500","NORTE DE SANTANDER","2500055","LOURDES","2500055","25","12","12",3761,1462,302,51,1109,5,32,808,15,45,6,45,2,129,2,3,5,3,0,2,7
"54480","2500","NORTE DE SANTANDER","2500058","MUTISCUA","2500058","25","11","11",3404,733,115,51,567,6,33,392,15,20,5,41,1,20,4,7,8,5,0,1,9
"54498","2500","NORTE DE SANTANDER","2500061","OCANA","2500061","25","285","285",91011,21726,1890,1712,18124,102,1025,10064,884,924,275,1926,223,1076,348,74,458,112,63,71,499
"54518","2500","NORTE DE SANTANDER","2500064","PAMPLONA","2500064","25","155","155",49561,12649,794,1007,10848,87,925,5073,554,627,199,1884,84,613,122,40,194,65,46,50,285
"54520","2500","NORTE DE SANTANDER","2500067","PAMPLONITA","2500067","25","14","14",4496,1566,190,93,1283,2,64,874,23,72,9,109,5,62,7,0,19,7,4,9,17
"54553","2500","NORTE DE SANTANDER","2500069","PUERTO SANTANDER","2500069","25","64","64",20694,623,70,30,523,5,21,324,20,29,7,45,1,27,6,6,7,6,0,3,16
"54599","2500","NORTE DE SANTANDER","2500070","RAGONVALIA","2500070","25","32","32",10138,1411,201,64,1146,8,70,746,33,94,25,43,10,67,13,3,10,5,1,5,13
"54660","2500","NORTE DE SANTANDER","2500073","SALAZAR","2500073","25","34","34",10240,1898,202,116,1580,5,66,1136,36,79,8,93,3,91,11,4,15,7,3,5,18
"54670","2500","NORTE DE SANTANDER","2500076","SAN CALIXTO","2500076","25","33","33",8775,747,288,113,346,1,48,93,15,21,9,37,0,23,7,3,29,5,2,10,43
"54673","2500","NORTE DE SANTANDER","2500079","SAN CAYETANO","2500079","25","32","32",10248,1640,185,117,1338,8,67,849,56,115,15,101,7,51,11,4,21,8,3,1,21
"54680","2500","NORTE DE SANTANDER","2500082","SANTIAGO","2500082","25","17","17",5330,816,57,28,731,4,15,552,5,34,3,71,2,27,3,1,3,3,1,1,6
"54720","2500","NORTE DE SANTANDER","2500085","SARDINATA","2500085","25","75","75",20950,4581,803,273,3505,21,130,2538,97,179,37,167,17,121,32,23,38,36,7,18,44
"54743","2500","NORTE DE SANTANDER","2500088","SILOS","2500088","25","16","16",4799,1014,104,25,885,3,17,757,31,16,2,27,2,12,4,0,3,5,1,0,5
"54800","2500","NORTE DE SANTANDER","2500091","TEORAMA","2500091","25","40","40",12267,756,309,44,403,9,47,108,21,33,11,40,5,24,6,7,43,5,0,9,35
"54810","2500","NORTE DE SANTANDER","2500093","TIBU","2500093","25","144","144",46331,5724,1325,483,3916,73,431,1493,266,374,78,305,36,227,64,41,219,58,19,65,167
"54820","2500","NORTE DE SANTANDER","2500094","TOLEDO","2500094","25","45","45",13432,2976,311,131,2534,6,119,1788,71,107,20,187,8,126,21,5,24,7,3,8,34
"54871","2500","NORTE DE SANTANDER","2500097","VILLA CARO","2500097","25","14","14",4160,637,57,27,553,1,10,457,3,14,2,17,0,23,1,1,12,0,1,4,7
"54874","2500","NORTE DE SANTANDER","2500100","VILLA DEL ROSARIO","2500100","25","336","336",109337,19282,1776,1266,16240,97,850,8311,1139,1761,253,1532,89,1152,133,96,318,92,49,82,286
"86219","6400","PUTUMAYO","6400007","COLON","6400007","64","15","15",4806,780,151,65,564,4,38,231,32,12,5,100,2,20,6,5,62,5,6,9,27
"86001","6400","PUTUMAYO","6400001","MOCOA","6400001","64","141","141",43210,6708,756,649,5303,52,456,1574,287,140,93,816,71,238,59,30,966,48,34,72,367
"86320","6400","PUTUMAYO","6400023","ORITO","6400023","64","101","101",32110,2084,409,256,1419,27,165,358,80,47,21,172,12,53,7,4,188,8,15,34,228
"86568","6400","PUTUMAYO","6400002","PUERTO ASIS","6400002","64","167","167",53617,5534,977,655,3902,44,513,1215,286,169,82,522,65,167,40,32,243,48,33,96,347
"86569","6400","PUTUMAYO","6400026","PUERTO CAICEDO","6400026","64","35","35",10874,742,177,91,474,5,59,137,26,34,11,57,2,18,4,4,45,11,4,15,42
"86571","6400","PUTUMAYO","6400025","PUERTO GUZMAN","6400025","64","45","45",13086,618,130,56,432,3,52,184,20,22,6,30,9,15,4,4,27,9,2,13,32
"86573","6400","PUTUMAYO","6400004","PUERTO LEGUIZAMO","6400004","64","53","53",16164,836,140,53,643,9,69,281,56,26,13,54,14,21,8,6,15,7,10,26,28
"86755","6400","PUTUMAYO","6400013","SAN FRANCISCO","6400013","64","16","16",4942,774,131,50,593,5,37,204,51,27,10,60,3,13,12,3,130,1,7,7,23
"86757","6400","PUTUMAYO","6400018","SAN MIGUEL","6400018","64","52","52",15965,546,120,36,390,6,51,123,21,20,7,54,3,29,1,1,12,4,3,11,44
"86760","6400","PUTUMAYO","6400016","SANTIAGO","6400016","64","21","21",6857,501,69,30,402,1,27,150,23,10,4,59,0,14,4,2,77,2,1,4,24
"86749","6400","PUTUMAYO","6400019","SIBUNDOY","6400019","64","35","35",11479,1514,222,122,1170,6,97,523,61,34,15,162,13,71,6,7,79,9,4,14,69
"86865","6400","PUTUMAYO","6400028","VALLE DEL GUAMUEZ","6400028","64","99","99",30555,1496,303,239,954,14,107,251,68,34,19,126,12,36,5,15,100,9,3,32,123
"86885","6400","PUTUMAYO","6400030","VILLAGARZON","6400030","64","66","66",21155,2439,382,289,1768,18,224,636,147,91,28,175,47,60,27,17,132,11,7,31,117
"63001","2600","QUINDIO","2600001","ARMENIA","2600001","26","845","845",281077,70026,3557,6348,60121,268,4253,27887,3206,2626,1214,10560,775,3624,616,422,2076,305,208,203,1878
"63111","2600","QUINDIO","2600005","BUENAVISTA","2600005","26","9","9",2753,562,46,35,481,2,25,288,12,18,8,59,1,30,2,13,6,2,0,1,14
"63130","2600","QUINDIO","2600010","CALARCA","2600010","26","191","191",62979,12291,798,1113,10380,51,888,5008,571,496,164,1710,97,506,79,93,292,57,41,47,280
"63190","2600","QUINDIO","2600020","CIRCASIA","2600020","26","79","79",24524,5521,490,457,4574,18,330,2341,199,218,72,686,40,218,60,31,188,27,11,16,119
"63212","2600","QUINDIO","2600025","CORDOBA","2600025","26","17","17",5632,857,110,53,694,1,42,372,52,24,9,87,3,23,8,3,30,4,6,6,24
"63272","2600","QUINDIO","2600030","FILANDIA","2600030","26","35","35",11022,1826,129,164,1533,10,110,813,71,88,22,206,17,75,22,8,29,10,6,7,39
"63302","2600","QUINDIO","2600040","GENOVA","2600040","26","24","24",7471,1715,228,97,1390,12,63,893,51,76,12,82,10,81,11,21,42,3,1,11,21
"63401","2600","QUINDIO","2600050","LA TEBAIDA","2600050","26","94","94",30764,4879,508,514,3857,32,351,1803,176,227,61,597,36,181,27,22,134,17,21,23,149
"63470","2600","QUINDIO","2600060","MONTENEGRO","2600060","26","110","110",35335,5845,608,663,4574,43,382,2375,253,293,94,528,41,184,42,38,89,33,14,29,136
"63548","2600","QUINDIO","2600070","PIJAO","2600070","26","19","19",5835,977,69,58,850,0,44,565,29,31,6,75,3,38,2,5,21,3,3,3,22
"63594","2600","QUINDIO","2600080","QUIMBAYA","2600080","26","91","91",31021,4218,272,303,3643,18,266,1803,122,160,45,496,28,228,31,25,277,16,10,20,98
"63690","2600","QUINDIO","2600090","SALENTO","2600090","26","21","21",6130,1438,130,95,1213,7,74,638,37,64,9,157,16,60,6,10,97,3,4,6,25
"66045","2400","RISARALDA","2400008","APIA","2400008","24","35","35",10855,1579,135,88,1356,16,72,810,76,70,16,136,11,59,10,14,32,2,4,5,23
"66075","2400","RISARALDA","2400013","BALBOA","2400013","24","20","20",5934,511,39,29,443,10,20,209,56,27,9,40,1,25,1,5,21,1,0,4,14
"66088","2400","RISARALDA","2400021","BELEN DE UMBRIA","2400021","24","72","72",22859,3029,362,201,2466,21,180,1356,95,186,42,189,20,122,29,22,94,13,13,18,66
"66170","2400","RISARALDA","2400025","DOSQUEBRADAS","2400025","24","547","547",177873,34959,2434,3505,29020,869,2508,12275,1788,1572,480,4988,251,1224,237,252,1080,191,122,148,1035
"66318","2400","RISARALDA","2400029","GUATICA","2400029","24","34","34",11015,1835,162,88,1585,18,95,988,61,88,22,108,14,73,13,18,27,11,2,14,33
"66383","2400","RISARALDA","2400038","LA CELIA","2400038","24","22","22",6903,514,18,19,477,8,19,337,14,23,1,28,2,18,0,4,11,2,0,3,7
"66400","2400","RISARALDA","2400046","LA VIRGINIA","2400046","24","98","98",34276,3128,212,256,2660,48,166,1346,139,119,27,388,18,119,24,20,94,13,13,16,110
"66440","2400","RISARALDA","2400054","MARSELLA","2400054","24","51","51",15820,2045,198,135,1712,113,122,925,69,80,18,131,17,116,8,17,43,5,4,10,34
"66456","2400","RISARALDA","2400062","MISTRATO","2400062","24","41","41",12825,793,88,56,649,11,35,395,20,35,7,49,7,33,0,4,32,3,1,3,14
"66001","2400","RISARALDA","2400001","PEREIRA","2400001","24","1378","1378",461611,107136,6323,9190,91623,3803,6433,41985,4411,3973,1382,15266,968,4708,821,629,3210,502,337,391,2804
"66572","2400","RISARALDA","2400070","PUEBLO RICO","2400070","24","38","38",12219,796,142,44,610,22,33,350,16,24,7,46,1,15,4,2,44,4,0,9,33
"66594","2400","RISARALDA","2400078","QUINCHIA","2400078","24","68","68",21760,1283,95,64,1124,21,70,550,50,61,6,143,9,51,6,11,40,3,5,8,90
"66682","2400","RISARALDA","2400086","SANTA ROSA DE CABAL","2400086","24","199","199",68634,12349,754,994,10601,157,784,5569,473,492,162,1564,82,525,86,90,209,49,27,23,309
"66687","2400","RISARALDA","2400094","SANTUARIO","2400094","24","39","39",12111,1273,142,56,1075,12,71,641,46,42,14,101,6,50,15,8,20,4,1,5,39
"88564","5600","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","5600004","PROVIDENCIA","5600004","56","15","15",4849,637,74,11,552,8,42,281,34,25,18,32,3,6,10,3,31,18,12,3,26
"88001","5600","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","5600001","SAN ANDRES","5600001","56","151","151",49218,7252,1003,325,5924,50,620,1987,548,341,151,607,76,224,190,51,279,203,145,121,331
"68013","2700","SANTANDER","2700004","AGUADA","2700004","27","5","5",1566,337,40,11,286,1,11,217,7,8,1,9,2,11,0,2,13,1,0,0,3
"68020","2700","SANTANDER","2700007","ALBANIA","2700007","27","15","15",3681,709,43,21,645,2,18,486,22,25,1,25,4,29,5,0,17,4,0,1,6
"68051","2700","SANTANDER","2700010","ARATOCA","2700010","27","22","22",7239,1568,158,95,1315,5,55,792,145,62,8,104,9,53,7,0,34,11,2,7,21
"68077","2700","SANTANDER","2700013","BARBOSA","2700013","27","86","86",27490,5859,380,484,4995,23,392,2321,221,172,70,645,30,176,36,27,718,27,12,19,106
"68079","2700","SANTANDER","2700016","BARICHARA","2700016","27","24","24",7874,1643,103,83,1457,1,83,796,51,49,19,238,8,103,12,24,39,8,0,1,25
"68081","2700","SANTANDER","2700019","BARRANCABERMEJA","2700019","27","595","595",191130,36829,3135,5418,28276,196,2652,8991,1927,1206,373,5167,216,1171,457,172,2796,272,196,292,2192
"68092","2700","SANTANDER","2700022","BETULIA","2700022","27","16","16",4582,764,83,53,628,4,39,311,23,31,9,85,4,67,9,4,12,9,2,6,13
"68101","2700","SANTANDER","2700025","BOLIVAR","2700025","27","35","35",8283,1312,159,78,1075,2,62,747,35,40,8,59,6,38,14,7,17,4,2,12,22
"68001","2700","SANTANDER","2700001","BUCARAMANGA","2700001","27","1621","1621",527461,148359,5501,13009,129849,515,7596,61475,7790,6002,2006,25200,1321,7170,2164,539,3744,642,396,405,2884
"68121","2700","SANTANDER","2700028","CABRERA","2700028","27","6","6",1842,468,42,15,411,0,9,291,20,14,4,37,3,15,0,2,9,3,1,1,2
"68132","2700","SANTANDER","2700031","CALIFORNIA","2700031","27","6","6",1861,428,24,14,390,0,11,284,18,15,7,24,1,10,7,2,6,2,0,1,2
"68147","2700","SANTANDER","2700034","CAPITANEJO","2700034","27","16","16",5146,1375,96,45,1234,2,59,928,29,33,9,63,3,50,10,1,32,1,1,2,11
"68152","2700","SANTANDER","2700037","CARCASI","2700037","27","16","16",3803,844,109,44,691,5,27,506,38,22,6,28,2,25,2,3,10,2,1,1,13
"68160","2700","SANTANDER","2700040","CEPITA","2700040","27","11","11",2187,528,40,22,466,3,10,313,14,11,4,25,2,55,6,0,16,1,0,2,4
"68162","2700","SANTANDER","2700043","CERRITO","2700043","27","20","20",5656,1145,105,54,986,3,57,671,48,34,9,67,3,27,8,2,27,9,2,3,16
"68167","2700","SANTANDER","2700061","CHARALA","2700061","27","34","34",10415,2300,213,148,1939,11,150,1043,194,91,28,179,11,131,20,5,33,10,2,5,26
"68169","2700","SANTANDER","2700064","CHARTA","2700064","27","13","13",3523,1114,101,78,935,2,40,689,14,35,6,61,5,49,6,1,8,2,3,6,8
"68176","2700","SANTANDER","2700067","CHIMA","2700067","27","9","9",2633,510,42,15,453,7,6,339,11,13,4,30,1,18,5,1,6,3,0,1,8
"68179","2700","SANTANDER","2700070","CHIPATA","2700070","27","14","14",4459,434,52,30,352,0,27,186,34,9,3,26,5,14,4,2,17,0,1,2,22
"68190","2700","SANTANDER","2700045","CIMITARRA","2700045","27","98","98",30233,4016,425,378,3213,14,215,1924,149,146,44,298,14,100,30,27,83,21,13,29,106
"68207","2700","SANTANDER","2700046","CONCEPCION","2700046","27","20","20",5328,1225,88,70,1067,2,32,725,80,38,8,81,3,38,5,4,20,4,2,7,18
"68209","2700","SANTANDER","2700049","CONFINES","2700049","27","10","10",2908,876,53,38,785,30,17,622,24,15,4,30,4,28,2,0,3,4,0,0,2
"68211","2700","SANTANDER","2700052","CONTRATACION","2700052","27","10","10",3111,729,86,68,575,3,49,342,32,18,12,56,1,19,2,4,19,2,1,6,9
"68217","2700","SANTANDER","2700055","COROMORO","2700055","27","14","14",4432,865,125,43,697,5,28,467,62,33,8,32,1,14,7,3,12,3,1,2,19
"68229","2700","SANTANDER","2700058","CURITI","2700058","27","36","36",10646,2850,242,276,2332,6,163,1405,152,103,29,212,19,100,21,6,38,20,3,9,46
"68235","2700","SANTANDER","2700071","EL CARMEN DE CHUCURI","2700071","27","44","44",12571,2544,218,139,2187,9,46,1698,65,73,16,87,7,98,19,4,16,8,2,7,32
"68245","2700","SANTANDER","2700073","EL GUACAMAYO","2700073","27","6","6",1702,315,27,17,271,1,9,174,5,5,1,28,2,38,0,1,3,0,0,3,1
"68250","2700","SANTANDER","2700075","EL PENON","2700075","27","17","17",4066,519,90,20,409,2,27,268,4,28,3,15,2,19,8,0,6,4,0,5,18
